17000.0,1.0850942,-0.4767884,0.3164721,0.13392037,-0.026602559,-0.18654153,-0.21983302,-0.075897396,0.076202154,-0.44880113,0.48462105,-0.3743609,-0.8200475,-0.12748647,-0.48365992,-0.11160907,-0.006209776,-0.28695256
14700.0,0.313079,0.63018584,-0.22811168,1.3264098,-0.8520797,0.45442316,-0.6143716,-0.29303893,0.3788144,0.0017928779,0.58164924,-0.3623836,-0.26300943,0.6102185,-0.16183832,-0.27627677,-0.16249193,0.35676873
36000.0,0.51376927,1.1489801,0.14585912,-0.032482207,0.071555875,0.23770794,-0.8121945,0.25884467,0.17947197,0.44740102,0.5965045,-0.29577348,-0.65498126,0.4772692,-0.7078297,-0.4477985,-0.613139,0.23084308
16900.0,0.78046244,0.5497318,1.238688,-1.017209,0.21059889,0.105846494,-0.3265589,-0.1292814,-0.03349936,0.16700271,0.03603328,0.11939642,0.59073174,0.049138755,-0.039258122,-0.04773934,0.36841,0.22720315
38000.0,0.6789022,0.25288412,-0.9850473,0.09710708,-0.4944567,0.1208927,-0.6386079,0.34307864,-0.28786826,0.5509074,0.43129098,0.10116479,0.61622894,-0.091798276,-0.5285039,-0.28983432,0.11263013,0.13944058
53000.0,0.64402395,0.24132797,-1.0659475,-0.0058111846,-0.6867953,-0.1457383,-0.2116848,0.1930801,0.13440204,0.22325122,-0.6051736,0.33618078,-0.2919873,-0.02889362,-0.106526315,0.01367344,0.16845113,-0.30073202
16500.0,0.67485493,-0.14190948,0.23877323,-0.87327474,-0.3263961,-0.0505915,-0.31515187,0.6365675,-0.110479236,-0.8344536,-0.11880647,0.14367989,0.2623734,0.34070486,0.41425604,0.17001045,0.207937,0.41037247
40000.0,-1.0020428,0.22430718,-0.44957954,0.35016805,-0.0705174,0.71683884,0.1771676,0.32463002,-0.6755479,0.4997094,-0.21752144,0.40323088,-0.36915022,-0.002145499,-0.13984436,0.91392094,-0.086031005,-0.42685527
15600.0,1.1207008,-0.4615627,0.30327123,0.45659167,0.077678554,-0.2298559,-0.18170306,-0.2135643,0.2617707,-0.03767708,0.4772215,-0.28917807,-0.4291526,0.42972043,0.35441202,-0.060770363,-0.054416716,0.07886501
45000.0,-2.007065,0.064650655,-0.31988817,0.19120178,0.51946604,-1.082655,0.2154091,0.6379858,0.25961378,-0.36707816,0.009433523,-0.13279614,0.36421186,-0.08907661,0.14456528,0.14451773,-0.13417467,-0.3233391
54000.0,0.64402395,0.24132797,-1.0659475,-0.0058111846,-0.6867953,-0.1457383,-0.2116848,0.1930801,0.13440204,0.22325122,-0.6051736,0.33618078,-0.2919873,-0.02889362,-0.106526315,0.01367344,0.16845113,-0.30073202
22000.0,0.025178194,0.7832741,-0.7894692,-1.1785636,0.4673617,-0.031542867,0.06273465,-0.34956512,0.39388195,-0.76790774,0.7756342,-0.061058015,-0.28881383,0.27752283,0.6114473,0.22221556,-0.09199229,0.2629429
12280.0,-0.92159504,-0.26342154,0.68097246,0.31025547,-0.46615916,-0.36922812,0.18511778,-0.7266369,-0.19371605,0.2497176,-0.7818946,0.22594401,-0.35591513,0.26570827,-0.17394754,-0.57428336,-0.27927148,0.329434
100000.0,-0.09286448,0.76676005,-0.47537673,0.13479388,-0.8299721,0.029121071,-0.22813636,0.2881068,0.28989488,0.75274324,-0.81288236,0.042457312,0.26080823,0.4386815,-0.660803,0.17702475,-0.56657606,-0.47524863
11900.0,-0.9396638,-0.9947541,-0.16527373,-0.11592716,-0.50608706,0.16827637,-0.029968768,-0.38475463,1.0002966,-0.16258034,0.7709978,0.29765078,0.7608501,-0.2855379,-0.099018335,-0.29502112,0.46977025,0.13252032
37000.0,0.5053923,1.4611965,0.36196244,-0.43200368,-0.18789849,0.5702561,-0.909669,0.15382674,-0.030889332,0.49149385,-0.31843054,-0.7223519,0.21368873,-0.39767507,0.050065458,0.040453188,-0.27493173,0.23112401
12000.0,-0.665783,-0.9726963,-0.15660042,-0.44712454,0.763812,0.59215474,0.45891815,0.058201432,0.3779913,0.53282917,0.029668748,-0.008067489,-0.08823174,-0.049933642,-0.22146448,0.5922653,0.29464877,0.13756102
8500.0,0.14635348,-0.40599924,0.47849408,0.07925835,-0.479544,-0.27899778,0.19215286,-0.055365473,-0.09461826,0.50770307,0.30677295,0.22878423,0.912385,0.59854436,-0.21416515,0.39639378,-0.13855006,-0.7150723
