c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,NetSalary
-1.491342306137085,0.49963369965553284,-0.2465006709098816,-0.013989806175231934,0.1221245750784874,0.6415582895278931,0.9950689077377319,-0.5669529438018799,-0.5352219939231873,-0.22165468335151672,0.15643955767154694,0.35051652789115906,-0.1777699589729309,-0.12250272184610367,0.15194600820541382,0.7448341846466064,0.2815283536911011,0.5738438963890076,18200.0
-0.6553058624267578,-0.9699728488922119,-0.16393113136291504,-0.45475661754608154,0.7617097496986389,0.5880661010742188,0.4542403221130371,0.05255463719367981,0.3523724377155304,0.5469934940338135,0.029523596167564392,-0.017811506986618042,-0.10228878259658813,-0.06279245018959045,-0.2162986695766449,0.6006953716278076,0.31724274158477783,0.12307833135128021,13100.0
-0.7589647173881531,-0.449133038520813,0.7494879364967346,0.41709524393081665,-0.005073346197605133,0.7531434297561646,0.6815343499183655,-0.47346237301826477,-0.16814666986465454,0.09746639430522919,-0.27996689081192017,-0.42229849100112915,-0.091359943151474,0.5519347190856934,-0.6141355633735657,-0.08585047721862793,0.3737766146659851,-0.1168527752161026,5460.0
-0.42183414101600647,0.11647956073284149,-0.5438148379325867,0.7662807703018188,-0.9649518132209778,1.0755741596221924,0.4774249196052551,0.6320975422859192,0.3446222245693207,0.04836997389793396,0.11916634440422058,0.1880459487438202,-0.1309228539466858,-0.10207836329936981,-0.30377209186553955,0.43545377254486084,0.7117091417312622,-0.033842332661151886,43500.0
-0.7993038296699524,-0.5470048785209656,0.46752604842185974,0.16963869333267212,0.19966629147529602,0.866347074508667,0.4377628564834595,-1.0262314081192017,0.13521572947502136,-0.21562108397483826,-0.16456718742847443,-0.3650270104408264,0.05393528938293457,0.2918514311313629,-0.3638666570186615,-0.24096061289310455,0.025494888424873352,0.19549429416656494,16800.0
-1.09140944480896,0.18055370450019836,-0.27873796224594116,0.08591029047966003,0.5740767121315002,-1.2177386283874512,0.21765020489692688,0.8436998128890991,-0.3334572911262512,-0.1798160970211029,-0.05611056089401245,-0.18261399865150452,0.13825412094593048,-0.039151519536972046,0.10931617021560669,-0.055926233530044556,0.19712507724761963,-0.14461304247379303,9600.0
-1.2524621486663818,-0.02494049072265625,0.10971739888191223,-0.1269090175628662,-0.8588821291923523,0.1836225688457489,-0.020372360944747925,0.11704859137535095,1.0026417970657349,0.7764626741409302,-0.672617495059967,0.3151662051677704,-0.3011624813079834,0.15237802267074585,-0.13212430477142334,0.2964562773704529,1.182854175567627,0.31422072649002075,10000.0
-0.9116328358650208,-0.5028659105300903,0.03376680612564087,0.4079833924770355,-0.5961875319480896,0.5142632722854614,-0.575259268283844,-0.6832741498947144,1.194002628326416,-0.1583455204963684,0.1325458586215973,-0.6392741203308105,0.05215755105018616,-0.8758292198181152,0.29279476404190063,-0.4428058862686157,0.4157385230064392,-0.0715663880109787,13488.0
-0.47137805819511414,-0.7415288686752319,0.18432176113128662,-0.36713868379592896,0.09141290932893753,-0.537148654460907,-0.1866600513458252,0.16085964441299438,-0.8258855938911438,0.2367275357246399,-0.14296473562717438,0.21709880232810974,-0.32657796144485474,0.03332597017288208,-0.02029973268508911,0.7453740835189819,0.11645543575286865,0.6930444240570068,10200.0
-0.3543526828289032,-0.221674382686615,0.5468642711639404,-0.0775911808013916,-0.04466696083545685,-0.010436803102493286,-0.1105940043926239,0.14390312135219574,1.1102344989776611,-0.30346426367759705,-0.32740652561187744,0.9195111989974976,0.1643432378768921,0.37084338068962097,-0.2418746054172516,0.4870929718017578,-0.5188598036766052,-1.534181833267212,30720.0
-0.7867920994758606,-0.1481771469116211,-0.7886150479316711,-0.36091148853302,0.5154115557670593,-0.40960630774497986,-0.551491916179657,0.16172893345355988,-0.3469551205635071,0.08760851621627808,-0.26300209760665894,-0.686105489730835,0.47130173444747925,0.6574519872665405,-0.520919919013977,0.06354483962059021,-0.37768983840942383,0.40655794739723206,15600.0
0.0743146538734436,-0.3738369345664978,1.0028481483459473,0.7089267373085022,0.5000928640365601,-0.5999442338943481,-0.22653472423553467,0.45961490273475647,0.6102204918861389,0.6342098712921143,0.570390522480011,0.06294634938240051,-0.7004693150520325,-0.19722381234169006,0.502823531627655,-0.04599355161190033,-0.030483916401863098,0.21014626324176788,15400.0
0.09373119473457336,-0.5393601655960083,0.4497845470905304,-0.3020198941230774,-0.17149165272712708,-0.3802207112312317,0.08844152092933655,0.13684454560279846,-0.8929908871650696,0.8806157112121582,0.41521507501602173,0.6647310256958008,0.04319198429584503,-0.2195218801498413,-0.2683970630168915,0.45618849992752075,0.26283788681030273,0.13267473876476288,10000.0
-0.314886212348938,0.7667163610458374,0.6391889452934265,1.1799323558807373,-0.24838760495185852,-0.5188953876495361,0.48937928676605225,-0.6949018239974976,-0.5246074795722961,0.07815620303153992,0.5948035717010498,0.4968692362308502,0.5369397401809692,-0.07762303203344345,-0.04635733366012573,-0.039440229535102844,0.054965123534202576,0.19619908928871155,25600.0
0.09131312370300293,-0.9284536838531494,-0.7863591313362122,-0.6817739605903625,-0.009232200682163239,-0.1877616047859192,-0.06599012017250061,-0.6755050420761108,0.384911447763443,-0.05969008803367615,-0.4594570994377136,0.2853744924068451,-0.09346604347229004,0.07064014673233032,0.09777003526687622,-0.11277630925178528,-0.19645380973815918,0.023068677634000778,11270.0
-0.03847629576921463,-0.5891367793083191,0.8143238425254822,1.4220664501190186,-0.05281413346529007,-0.6022399663925171,-0.43428701162338257,0.5137138366699219,0.3152460753917694,-0.5347514152526855,-0.0907195657491684,0.3309728801250458,0.46035075187683105,0.1648157238960266,0.7431151270866394,0.3554176092147827,-0.35673779249191284,-0.1486702710390091,11200.0
-0.9026742577552795,0.7703732252120972,0.8628246784210205,0.8309773206710815,-0.49117594957351685,-0.5308963060379028,0.6688426733016968,-0.03301915526390076,0.3615807294845581,0.05366292595863342,0.4950595498085022,-0.18248212337493896,-0.004064291715621948,-1.481903314590454,0.01400667428970337,-0.44084644317626953,-0.06149299442768097,-0.13915668427944183,43000.0
-1.3690805435180664,0.38842421770095825,0.1290586292743683,0.3568238317966461,0.4113115668296814,-0.5362509489059448,0.26569581031799316,-0.4550541937351227,0.2997642755508423,-0.09297803044319153,0.15896539390087128,-0.4651407301425934,0.24620525538921356,-0.9873236417770386,0.2528133988380432,0.3665819764137268,-0.774476945400238,-0.5095136165618896,38000.0
0.904776394367218,-0.6625290513038635,0.356999933719635,1.0823276042938232,0.6051433682441711,0.38548406958580017,0.2392551302909851,0.2686929702758789,0.6121829748153687,0.12453776597976685,-0.03550124168395996,0.03335103392601013,0.29063358902931213,0.08218331634998322,0.5632084012031555,-0.012223437428474426,0.09383660554885864,0.07758026570081711,33800.0
-1.203195333480835,-0.1470547318458557,0.47249913215637207,0.2947251796722412,-0.4996553063392639,0.3780849277973175,-0.6042308211326599,-1.190036416053772,-0.29692333936691284,0.16906698048114777,-0.13836275041103363,-0.4277307391166687,-0.32006895542144775,-0.5161926746368408,0.2674807906150818,-0.28472715616226196,-0.007084891200065613,-0.1253807693719864,20000.0
-0.6587605476379395,-0.3944622874259949,0.6055393218994141,-0.6410890221595764,0.3318351209163666,-0.2026732861995697,-0.16758403182029724,0.6689563393592834,0.5645182728767395,0.4929872453212738,0.8688954710960388,0.5183103084564209,-0.9496575593948364,-0.16617648303508759,0.21499377489089966,0.3037501871585846,-0.058747515082359314,-0.04089838266372681,9800.0
-1.287043571472168,-0.2574738562107086,0.5426096320152283,-0.5937694907188416,-0.6313851475715637,0.3883914053440094,-0.11948499083518982,-0.7843283414840698,-0.3153718113899231,-0.11622318625450134,0.23299722373485565,0.07814681529998779,-0.032081782817840576,-0.16997021436691284,0.5052163004875183,-0.024015098810195923,-0.693287193775177,-0.11956615746021271,40000.0
-0.4806548058986664,-0.7033506631851196,-0.4074813723564148,-0.7645040154457092,0.28831756114959717,-0.4388517141342163,0.036486297845840454,-0.5245329141616821,0.11115199327468872,0.4943481385707855,-0.7528029084205627,-0.03221791982650757,-0.10025835037231445,0.5431538820266724,-0.13243144750595093,-0.2168089598417282,-0.0904095470905304,-0.2511170506477356,12600.0
-1.1162114143371582,-0.3010407090187073,-0.5888028740882874,-0.3347100019454956,0.5998284816741943,-0.6178454756736755,-0.3290477991104126,0.5429409742355347,0.2131848931312561,-0.09924444556236267,-0.26822608709335327,-0.5111769437789917,0.3670072853565216,0.39488062262535095,-0.19799932837486267,0.39101266860961914,0.1961458921432495,-0.16129054129123688,18000.0
-0.8105867505073547,0.8494901657104492,-0.6049606204032898,-0.5666937232017517,1.0374464988708496,0.5211517810821533,0.2840716242790222,0.3071705400943756,0.8432835340499878,0.20637939870357513,0.13166983425617218,0.10703405737876892,0.06278441846370697,-0.41762736439704895,0.06595784425735474,-0.3586423993110657,0.500696063041687,-0.4174327254295349,25000.0
0.10693000257015228,0.6393568515777588,-0.18038874864578247,-0.203174889087677,0.08562397211790085,-0.7389199733734131,0.7233701944351196,0.5761681795120239,0.5311477184295654,0.4448753595352173,0.5966572165489197,-0.5298216342926025,-0.24372410774230957,0.09388977289199829,-0.09107521176338196,0.2426610291004181,0.1659039855003357,-0.05198120325803757,42000.0
